,test_accuracy,test_precision_pos,test_precision_neg,test_recall_pos,test_recall_neg,test_f1_pos,test_f1_neg,test_roc_auc
0,0.9476744186046512,0.9322033898305084,0.9557522123893806,0.9166666666666666,0.9642857142857143,0.9243697478991597,0.96,0.9400297619047618
1,0.9476744186046512,0.9814814814814815,0.9322033898305084,0.8688524590163934,0.990990990990991,0.9217391304347826,0.9606986899563319,0.977403633141338
2,0.936046511627907,0.9166666666666666,0.9464285714285714,0.9016393442622951,0.954954954954955,0.9090909090909091,0.9506726457399103,0.9775513218136168
3,0.8604651162790697,0.7846153846153846,0.9065420560747663,0.8360655737704918,0.8738738738738738,0.8095238095238095,0.8899082568807339,0.9130113720277654
4,0.9244186046511628,0.875,0.9537037037037037,0.9180327868852459,0.9279279279279279,0.896,0.9406392694063926,0.9647024073253582
5,0.9186046511627907,0.8983050847457628,0.9292035398230089,0.8688524590163934,0.9459459459459459,0.8833333333333333,0.9375,0.9406291537439078
6,0.9186046511627907,0.9122807017543859,0.9217391304347826,0.8524590163934426,0.954954954954955,0.8813559322033898,0.9380530973451328,0.9298478806675528
7,0.9244186046511628,0.9285714285714286,0.9224137931034483,0.8524590163934426,0.963963963963964,0.8888888888888888,0.9427312775330396,0.9416629744498597
8,0.9302325581395349,0.9454545454545454,0.9230769230769231,0.8524590163934426,0.972972972972973,0.896551724137931,0.9473684210526315,0.9478658986855709
9,0.9239766081871345,0.9607843137254902,0.9083333333333333,0.8166666666666667,0.9819819819819819,0.8828828828828829,0.9437229437229437,0.9451951951951951
10,0.936046511627907,0.9152542372881356,0.9469026548672567,0.9,0.9553571428571429,0.907563025210084,0.9511111111111111,0.947470238095238
11,0.936046511627907,0.9166666666666666,0.9464285714285714,0.9016393442622951,0.954954954954955,0.9090909090909091,0.9506726457399103,0.9480135873578497
12,0.9069767441860465,0.9245283018867925,0.8991596638655462,0.8032786885245902,0.963963963963964,0.8596491228070176,0.9304347826086956,0.9144882587505538
