,test_accuracy,test_precision_pos,test_precision_neg,test_recall_pos,test_recall_neg,test_f1_pos,test_f1_neg,test_roc_auc
0,0.9651162790697675,0.9655172413793104,0.9649122807017544,0.9333333333333333,0.9821428571428571,0.9491525423728814,0.9734513274336283,0.9685267857142857
1,0.9709302325581395,0.9827586206896551,0.9649122807017544,0.9344262295081968,0.990990990990991,0.957983193277311,0.9777777777777777,0.9499335400974745
2,0.9593023255813954,0.95,0.9642857142857143,0.9344262295081968,0.972972972972973,0.9421487603305785,0.968609865470852,0.9679515581154925
3,0.9069767441860465,0.8813559322033898,0.9203539823008849,0.8524590163934426,0.9369369369369369,0.8666666666666667,0.9285714285714286,0.9170728105154335
4,0.9593023255813954,0.921875,0.9814814814814815,0.9672131147540983,0.954954954954955,0.944,0.9680365296803652,0.9730468173091124
5,0.9418604651162791,0.9180327868852459,0.954954954954955,0.9180327868852459,0.954954954954955,0.9180327868852459,0.954954954954955,0.9528134692069119
6,0.9476744186046512,0.9482758620689655,0.9473684210526315,0.9016393442622951,0.972972972972973,0.9243697478991597,0.96,0.9494166297444985
7,0.9476744186046512,0.9814814814814815,0.9322033898305084,0.8688524590163934,0.990990990990991,0.9217391304347826,0.9606986899563319,0.9524442475262147
8,0.9534883720930233,0.9491525423728814,0.9557522123893806,0.9180327868852459,0.972972972972973,0.9333333333333333,0.9642857142857143,0.9449121252399941
9,0.9473684210526315,0.9636363636363636,0.9396551724137931,0.8833333333333333,0.9819819819819819,0.9217391304347826,0.960352422907489,0.926126126126126
10,0.9476744186046512,0.9180327868852459,0.963963963963964,0.9333333333333333,0.9553571428571429,0.9256198347107438,0.9596412556053812,0.9334821428571428
11,0.9534883720930233,0.9649122807017544,0.9478260869565217,0.9016393442622951,0.9819819819819819,0.9322033898305084,0.9646017699115044,0.9708314872249298
12,0.9069767441860465,0.8813559322033898,0.9203539823008849,0.8524590163934426,0.9369369369369369,0.8666666666666667,0.9285714285714286,0.9144882587505537
13,0.9767441860465116,0.9830508474576272,0.9734513274336283,0.9508196721311475,0.990990990990991,0.9666666666666667,0.9821428571428571,0.9713483975779058
14,0.9709302325581395,0.9827586206896551,0.9649122807017544,0.9344262295081968,0.990990990990991,0.957983193277311,0.9777777777777777,0.9523704031900754
15,0.9709302325581395,0.9666666666666667,0.9732142857142857,0.9508196721311475,0.9819819819819819,0.9586776859504132,0.9775784753363229,0.9562841530054644
16,0.9476744186046512,0.90625,0.9722222222222222,0.9508196721311475,0.9459459459459459,0.928,0.958904109589041,0.9570225963668587
17,0.9476744186046512,0.9333333333333333,0.9553571428571429,0.9180327868852459,0.963963963963964,0.9256198347107438,0.9596412556053812,0.9449121252399941
18,0.9593023255813954,0.9821428571428571,0.9482758620689655,0.9016393442622951,0.990990990990991,0.9401709401709402,0.9691629955947136,0.9757052134101314
19,0.9298245614035088,0.9,0.9459459459459459,0.9,0.9459459459459459,0.9,0.9459459459459459,0.9305555555555556
20,0.9418604651162791,0.9032258064516129,0.9636363636363636,0.9333333333333333,0.9464285714285714,0.9180327868852459,0.954954954954955,0.9473214285714286
21,0.9476744186046512,0.9333333333333333,0.9553571428571429,0.9180327868852459,0.963963963963964,0.9256198347107438,0.9596412556053812,0.9661792940481465
22,0.9534883720930233,0.9491525423728814,0.9557522123893806,0.9180327868852459,0.972972972972973,0.9333333333333333,0.9642857142857143,0.9543642002658396
23,0.9651162790697675,0.9824561403508771,0.9565217391304348,0.9180327868852459,0.990990990990991,0.9491525423728814,0.9734513274336283,0.971569930586324
24,0.9476744186046512,0.9333333333333333,0.9553571428571429,0.9180327868852459,0.963963963963964,0.9256198347107438,0.9596412556053812,0.9397430217102347
